1,002+Cyber,506,506,849125115,2935,0
2,16Dec24,526,478,8924501,9949,0
3,Barbarian+village,520,496,0,792,5
4,Regiglio2,504,511,849255745,3831,0
5,Llandudno,485,498,87485,1158,0
6,004+%7C+K54,483,504,849190998,10437,0
7,Barbarian+village,499,492,849020140,6699,0
8,007,493,504,3323530,5890,0
9,Fish+04,548,512,849271683,6321,0
10,Old44%27s+village,575,516,11364013,2256,0
11,village,516,511,849189495,580,0
12,Elsanta,506,474,9645987,2437,7
13,slobux,499,528,849011693,9910,0
14,Smurfs+gonna+give+it+to+ya,481,495,849242659,1250,0
15,002+BLT+sandwich,485,525,849198028,5221,3
16,G023,524,524,9344606,7084,0
17,002,518,503,849260394,4852,0
18,Lexie+001,520,486,849229356,6438,1
19,024.+Varus,527,517,849264323,5677,0
20,Turtle+WPAG,514,499,849271683,1331,0
21,G001,520,521,9344606,9340,0
22,Barbarian+village,540,479,0,639,0
23,0006+-+BuN+BuN,485,443,849270712,7435,8
24,%5B%7B015%7D%5DPhishing+SMS,525,583,849185742,1955,0
25,Barbarian+village,472,465,0,941,0
26,TP-A+14,526,537,849268653,4068,0
27,What+the+Duck%3F+017,477,483,849222864,1590,0
28,Bump,528,532,11501661,653,0
29,Unchained,465,533,849271626,1638,0
30,096,524,536,849276367,6682,0
31,Noo+Queen,518,482,849275999,4862,5
32,Bravado,531,534,10651230,6886,0
33,%5B017%5D+C%C2%B2+Property,467,475,849262461,2491,0
34,x001,476,499,11584473,5524,5
35,K55+Thalassa,503,580,849200142,3532,0
36,Barbarian+village,496,546,0,838,0
37,090,521,536,849276367,9531,0
38,Barbarian+village,511,482,0,1054,0
39,019,533,526,849000516,6684,0
40,Barbarian+village,554,525,0,752,0
41,C5-DA,515,523,849262873,7160,0
42,Barbarian+village,547,474,0,778,0
43,kere%27s+village,538,533,10651230,6932,0
44,Barbarian+village,459,463,0,701,0
45,Unchained,447,529,849271626,10104,2
46,G039,522,524,9344606,7434,0
47,Clean+012,502,466,9645987,2698,0
48,C009+Clay+Bonus,541,516,848999278,6806,2
49,Kalm,531,512,9093935,846,0
50,020,504,543,11572922,3217,0
51,Princess+Fairy+Kiss+Roses+II,535,537,849273173,8062,0
52,village,515,578,9319347,3845,0
53,Barbarian+village,529,515,848901653,983,0
54,Homer,485,511,849256132,10387,1
55,marijan61%27s+village,514,580,848970115,4680,0
56,Barbarian+village,468,545,0,970,0
57,G002,519,517,9344606,9083,4
58,ALFA,557,559,11445551,9868,0
59,Ukdevil%27s+village,512,578,849009859,6851,0
60,019+Centurion01s+Sleepy+Room,494,535,10681230,6576,0
61,Noble,474,458,8274126,7585,1
62,pepk%27s+village,568,524,9979858,3644,0
63,G028,527,521,9344606,2625,0
64,011,548,482,11593398,3408,3
65,Barbarian+village,488,485,0,451,0
66,-005-,572,539,636272,6685,0
67,bridge+05,496,475,794996,2547,0
68,010+Buggy+The+Clown,430,550,10246232,10471,0
69,Barbarian+village,544,486,0,584,0
70,004+Edoras,469,582,11532214,7225,0
71,010+-+RG,489,528,849255578,5513,0
72,005+DZ,496,512,9028150,9760,3
74,Barbarian+village,464,494,0,1020,0
75,%7E+xXx+%7E+0001,530,488,10599613,4329,0
76,Barbarian+village,525,458,0,791,0
77,WannaPlayAGame.+015,511,488,11363810,7104,0
78,Barbarian+village,459,461,0,1029,0
79,036.+Noble+betrayer,521,473,11578392,6076,0
81,High+Voltage,446,495,849217373,1870,0
82,WannaPlayAGame.+012,515,494,11363810,6931,0
83,013+-+RG,484,534,849255578,4438,0
85,What+the+Duck%3F+022,474,475,849222864,2387,0
86,005,576,461,11458076,9251,0
87,012-barb,510,514,11311968,2557,0
88,005%7CPain,418,519,9345308,5155,0
89,020+Barbarian+village,462,529,849271519,4680,0
90,Lexie+003,522,487,849229356,5256,0
91,PP+FARM,525,480,849109980,1211,0
92,Barbarian+village,528,450,0,851,0
93,A003+wood+bonus,539,506,848999278,8580,1
94,Berlin,513,479,849253035,7206,0
95,Noble,469,449,8274126,4755,4
96,014,496,585,849275013,9490,0
97,Bama+Beth%27s+Secret+Cabbage+Moth,472,509,11238726,2342,0
98,WannaPlayAGame.+030,510,495,11363810,2149,0
99,011+Ur+Mums+Bedroom,489,533,10681230,2077,0
100,Bygone%27s+village,519,477,849093045,2511,0
101,020+dead+man+walking,447,483,7962549,9041,0
102,G024,526,521,9344606,8645,0
103,Barbarian+village,516,476,0,601,0
104,Octavia,500,474,9645987,3222,1
105,House+of+Jokers+012,528,517,849271910,7434,0
106,Barbarian+village,536,463,0,809,0
107,G031,529,524,9344606,6462,0
108,030,512,546,11572922,3017,6
109,Hope%23C1+-+Village+of+Origin,522,523,849275342,8665,0
110,100,522,551,849276367,1966,0
111,006.+Publius,523,506,849264323,8526,0
112,013+WP,518,466,849268707,2601,0
113,Christmas+Cottage,515,531,849253468,3328,0
114,Barbarian+village,517,498,0,922,0
115,C3-FD%28SP%29,518,523,849262873,10370,0
116,Perry+Le+PP,485,458,849250033,4139,0
117,089,524,539,849276367,5172,0
118,WannaPlayAGame.+017,513,486,11363810,4946,9
119,jogardus%27s+village,504,537,10078112,825,0
120,Barbarian+village,506,478,0,984,0
121,EN-404+EAGLES+NEST,516,536,10516819,1340,0
122,Barbarian+village,477,460,0,605,0
123,madore+1%27s+village,501,528,849188159,1139,0
124,002+-+KingOBaid,522,503,849275941,1716,0
125,015+-+RG,477,515,849255578,4175,7
126,%5B101%5D+C%C2%B2+Property,495,492,849262461,9723,0
127,Sideshow+Bob,488,502,849256132,8338,0
128,WannaPlayAGame.+004,510,494,11363810,7544,5
129,NOBLE,484,512,10458229,9736,0
130,Sleepy+5,491,531,849258840,3005,0
131,011+Cosmin+DoCan,481,520,849271519,9640,0
132,014,476,506,11584473,1563,0
133,008+Omaha+Beach,475,486,3984013,2257,0
134,NOBLE,482,513,10458229,9955,0
135,Pizu+-+012,496,542,849255579,2526,0
136,Umbra+Lord+Marcodon,496,509,849271683,9369,0
137,Balaenoptera+Soblux,506,516,849271683,8526,0
138,Nelson,491,500,849256132,10471,0
139,014+Balding+Nukes,502,515,849252995,4512,0
140,K45+1,504,498,849256132,4300,9
141,Wait+A+Danm+Minute,487,497,849242659,10471,0
142,Canopus,452,511,11463679,10085,2
143,Hq4+Overlord,488,495,849158824,8833,0
144,G034,530,525,9344606,1061,0
145,Skinners,491,503,849256132,10484,0
146,Plane+of+Euthymia,484,509,849264932,7793,0
147,001+%7C+K55,501,518,849190998,10437,0
148,012,497,499,3323530,2854,0
149,The+Hour+Man,479,505,849255580,8800,0
150,009+%7C+K44,481,499,849190998,10437,0
151,%5B010%5D+C%C2%B2+Property,465,480,849262461,6062,0
152,001+I%27m+Alpharius,488,513,849264932,9530,0
153,Princess+Hitomi+Roses+III,536,532,849273173,1864,0
154,Umbra+Desolade,494,504,849271683,9454,0
155,Barbarian+village,511,481,0,995,0
156,013+Etzan,476,516,849271519,9443,0
157,Floyfjellet,515,443,849273626,4488,0
158,007.+Noble+betrayer,520,477,11578392,8287,2
159,015.+Decius,528,506,849264323,9996,0
160,Nisan,493,513,849125115,2635,0
161,005+Balding+Nukes,498,511,849252995,7377,9
162,008,529,503,849000516,9821,0
163,Nordstan,483,499,849269588,4709,0
164,Clean+008,508,464,11073800,8671,2
165,WannaPlayAGame.+038,519,498,11363810,3482,0
166,Barbarian+village,540,499,0,7883,0
167,005+Who+you%3F,530,515,11311968,6036,0
168,%239.+Defensive+Troubles,495,530,849108830,2709,0
169,Haystack+Hall,519,546,11516034,7893,8
170,Barbarian+village,537,508,0,420,0
171,009,530,503,849000516,8764,0
172,005,526,468,11513641,5322,0
173,Ataegina,569,508,794257,8352,0
174,Barbarian+village,467,482,849268538,1296,0
175,Ithaca,547,499,11340438,7624,0
176,103,526,540,849276367,1863,0
177,G025,528,522,9344606,5632,0
178,Turtle+Retriever,512,505,849271683,8227,0
179,023.+Vedius,517,502,849264323,9762,0
181,Barbarian+village,466,539,0,1120,0
182,001+Recycling+your+village,572,549,849232750,8319,0
183,003+AAAAAAAAA,520,500,849229864,9687,0
184,082,521,541,849276367,8307,9
185,003,537,496,10920536,6591,0
186,House+of+Jokers+016,532,514,849271910,1083,0
187,003,523,486,4744174,8489,4
188,004,517,487,849190096,476,0
189,Floyfjellet,527,455,849273626,7895,0
190,011,539,578,849276367,10843,0
191,Barbarian+village,476,551,0,1121,0
192,Bonus+village,505,552,0,714,3
193,AAA,587,500,849134990,945,0
194,%5B016%5D,524,541,11437085,909,0
195,017+Centurion01s+Bedroom,493,533,10681230,6973,0
196,Bosna,424,463,849268956,10238,0
197,016.+Numerius,526,508,849264323,5160,0
199,bridge+02,502,469,794996,7747,0
200,012+-+RG,479,512,849255578,7666,1
201,bridge+01,503,469,794996,8597,0
202,019+BLT+sandwich,480,536,849198028,4478,0
203,WarpigHQ,511,473,1687559,7962,0
204,WannaPlayAGame.+005,513,493,11363810,5566,0
205,Plane+of+Euthymia,490,516,849264932,9132,9
206,Barcelona,508,480,849253035,4887,0
207,C91-DA,515,527,849262873,2663,0
208,Noble+wellwater%27s+village,513,474,849256179,7149,0
209,Barbarian+village,496,450,0,865,0
210,Chemical+understatement,507,475,849256179,3989,0
211,Barbarian+village,463,539,0,604,0
212,001+Silvercode%27s+village,509,460,11073800,9121,0
213,nest,476,472,849205012,4799,0
214,007+james+bond,515,474,11513641,6570,0
215,ambatukam,484,510,849256132,2209,0
216,Floyfjellet,519,459,849273626,6121,0
217,006,471,525,11584473,6374,0
218,UKRAINE,507,468,849222115,9533,0
219,Barbarian+village,454,530,0,708,0
220,014.+Appius,521,502,849264323,8702,1
221,Factory+I,506,475,849256179,4343,0
222,Barbarian+village,463,489,0,825,0
223,007,492,463,849211883,6275,4
224,Barbarian+village,511,484,3245174,968,0
225,Barbarian+village,528,482,0,960,0
226,kendra+k%27s+village-3Dec24,525,478,8924501,9948,0
227,Barbarian+village,454,493,0,617,0
228,002+Homer,553,502,849256132,3405,4
229,GreenKnights+village,500,486,849020140,9804,0
230,3.Black,494,473,7663131,10008,0
231,011-+barb,537,517,11311968,2571,0
232,013+Canes+Venatici,491,481,849008353,4768,0
233,Barbarian+village,518,534,0,810,0
234,Strawberryqueen%27s+village,504,470,9645987,8679,0
235,109,524,551,849276367,1058,0
236,007,511,468,849251779,6698,0
237,WannaPlayAGame.+031,509,495,11363810,1634,0
238,Floyfjellet,512,453,849273626,10146,0
239,Helm%27s+Deep,545,472,849272140,1208,4
240,Warpig05,512,477,1687559,5793,0
241,Barbarian+village,519,530,849253468,791,0
242,012,552,476,11593398,3173,6
243,001,497,469,849251779,9751,0
244,Coors,438,456,849226508,8770,0
245,019+-+RG,471,531,849255578,1976,0
246,015+Bonus+village,469,518,849271519,5280,3
247,Tomo+Cuka%27s+village,483,425,11382345,9720,0
248,WE+ARE+WARPIGS...006,504,463,849222115,9248,0
249,014+WP,515,466,849268707,1932,0
250,Sandcastle,475,578,9669263,9609,0
251,003+Ned,490,512,849256132,1277,0
252,DeathTrap+02,487,563,849257542,3695,0
253,Barbarian+village,483,477,0,615,0
254,Swefinn+001,549,437,10913444,9726,0
255,Barbarian+village,458,508,0,830,0
256,016+Dogtown,510,533,849254139,9807,5
257,village,433,546,11159504,4005,0
258,012+CLEAN,499,466,849251779,1974,0
259,Barbarian+village,518,554,0,971,3
260,Bonus+003,579,533,9436783,7934,0
261,1f%29+Of+Fire,455,528,11518037,1077,0
262,The+Spy+Who+Loved+Dan,478,496,849242659,4648,7
263,Balaenoptera+Onurai,499,516,849271683,8379,0
264,009,534,477,11513641,1683,0
265,Bart,498,506,849256132,10280,0
266,008+Barbarian+Empire,482,479,11253556,668,0
267,Majster,559,562,11353723,5757,0
268,001,554,564,11586030,8538,0
269,Barbarian+village,496,496,0,881,0
270,House+of+Jokers+011,512,508,849271910,3085,0
271,009+-+RG,481,519,849255578,7539,0
272,Bonus+village,459,503,0,1171,6
273,015,419,509,11257062,9819,0
274,Aure,464,454,11378816,2731,0
275,Bonus+village,458,504,0,736,9
276,Socks+%21,423,527,849264584,2944,0
277,052+Barbarian+village,478,516,849271519,1488,0
278,%5B015%5D+C%C2%B2+Property,467,473,849262461,2763,3
279,Barb6,504,496,11459250,6356,0
280,Lord+piesssssssssssssss%27,439,439,1214642,1996,0
281,Barbarian+village,517,453,0,902,0
282,018,458,570,2660422,7052,0
283,Socks+%21,551,497,849015204,5012,0
284,011,575,458,11458076,5839,0
285,002,448,524,11191955,1227,0
287,G032,528,524,9344606,1248,0
288,Gandalf%27s+ppfarm+Nr001,523,417,849264030,10465,0
289,013+Dogtown,504,528,849254139,9082,0
290,Oc+05,512,521,849265510,5107,9
291,Plane+of+Euthymia,489,503,849264932,8022,0
292,Fake,496,529,10458229,9988,5
