2956,1736732309,849282682,0
536,1736735437,849212851,0
8220,1736756874,849235277,0
5113,1736784300,849284011,0
9100,1736807137,849283586,0
5783,1736828257,3449537,0
7341,1736845580,849253247,0
9573,1736856791,849282442,0
5547,1736862247,3081606,0
4059,1736868777,849268491,0
2447,1736871064,849235409,8872898
2447,1736871064,849235409,849235409
8814,1736872940,849283586,0
4902,1736875777,3572923,0
9166,1736893583,10009699,0
9153,1736900885,11363672,0
2938,1736901011,849235409,11427580
6481,1736904115,10194357,0
9079,1736906355,10105370,0
3669,1736910447,849263170,0
7954,1736919169,849253247,11382656
1465,1736926775,849167654,849050182
1465,1736926775,849167654,849167654
5660,1736936449,849222617,0
10418,1736940299,10105370,0
342,1736942065,849282682,11509736
7037,1736945152,849284264,10807416
4084,1736951535,849065936,0
1726,1736951577,11226138,0
2274,1736952574,11552507,1374202
10264,1736954739,10855748,0
4419,1736956538,849235409,0
3409,1736962971,848886420,0
3151,1736963321,849275342,0
260,1736964172,849248407,11052741
6190,1736973391,849284183,2034188
7441,1736976122,11363672,0
7992,1736977669,10928898,0
3683,1736980234,9270385,849107656
762,1736980263,849167654,849278771
6236,1736986040,11226138,849284185
979,1736988862,849269023,0
2591,1736991120,11007630,9991266
4117,1736994029,8575670,0
3623,1736998148,11419280,0
8176,1736999263,849015204,0
2076,1737002280,849096250,849275430
7660,1737005084,849179079,0
7972,1737005208,849248407,9816586
1134,1737006986,849270843,0
1498,1737009612,849283896,0
1250,1737014987,849268491,0
1519,1737016137,11500159,11603896
1274,1737017561,11468481,0
8179,1737017803,11479228,0
6792,1737018912,10194357,0
14725,1737020929,11071390,0
3479,1737021535,849282682,849028392
4112,1737024946,848886420,0
8428,1737025252,10928898,0
417,1737028292,9543784,0
6346,1737031947,10105370,448825
5764,1737032174,849266844,10370714
9851,1737034972,849284501,849284563
8588,1737038713,849015204,0
8107,1737040510,849253247,849141215
9082,1737043519,11419976,0
5455,1737044208,11419280,0
8144,1737059418,11462284,0
7182,1737059484,11479228,9108138
6942,1737061654,849283987,11267624
1679,1737062879,11371606,0
9641,1737065725,849266911,0
9013,1737065897,849198814,11482451
1772,1737068150,849284011,849273035
2051,1737068645,849275342,0
13529,1737069123,11071390,0
7633,1737069876,849179079,0
8452,1737070106,9815230,849280398
8249,1737070167,849253247,8954302
3600,1737070556,8049860,0
8203,1737077731,849269858,848911280
7749,1737078006,849225074,0
9214,1737078172,11579281,0
13207,1737078322,849001398,0
5251,1737081226,849083229,0
636,1737083017,849147526,0
7120,1737087497,11177776,752970
10197,1737088043,849283586,0
1481,1737088955,11207008,11391365
4727,1737089191,10331287,0
8567,1737090762,849235277,11445593
8042,1737091581,10293326,0
2796,1737091978,11542984,11284530
5871,1737092789,9832023,0
13835,1737093243,11478224,0
101,1737094276,10034648,849283513
6271,1737094656,849167654,849146487
4461,1737095309,849124869,0
8074,1737096174,9832023,0
9047,1737097268,11479228,11356027
8969,1737098178,10105370,0
4162,1737102792,849096250,0
4162,1737102792,849096250,849096250
346,1737104824,849212851,848914364
8391,1737105334,11419976,0
10814,1737108600,10855748,0
8193,1737110977,849248407,0
5148,1737111141,849275342,0
5148,1737111150,849275342,849275342
9852,1737111750,849255967,0
8133,1737112356,849235277,849284085
11226,1737113922,849157308,0
3685,1737114918,849259149,849107688
11650,1737115107,849001398,0
2131,1737116100,849192188,0
8285,1737116238,848908018,11510303
3798,1737117285,849244634,849147735
4409,1737117507,11363672,849264902
7895,1737118975,9937147,849199342
11010,1737119016,849187190,10948206
470,1737119026,849048506,0
1537,1737119311,849244634,849055129
8165,1737120447,849225074,0
4516,1737121220,849211555,849268786
10768,1737122552,849266911,0
996,1737123219,11453949,0
8411,1737124496,849230421,849156518
1448,1737128133,3572923,0
917,1737128556,849047214,0
11674,1737129235,849255967,0
6509,1737134187,849284183,0
747,1737134696,849212851,0
8526,1737136512,11207008,9794940
12656,1737137781,849121505,0
11598,1737138620,849157308,0
11731,1737140585,10443797,0
8914,1737140886,11471814,0
12183,1737143476,10817917,0
1989,1737143527,849211500,849104023
7319,1737144176,3449537,11331408
8277,1737145266,11471814,0
5821,1737145663,849222617,849268935
7465,1737146715,849230421,10372525
5912,1737147284,11587556,848888060
2597,1737149562,2101409,9995301
8749,1737149995,11481805,849284396
5434,1737150242,10009699,849227070
3441,1737150244,849035195,848999902
2735,1737151963,849282916,11135666
13193,1737152409,10283461,0
9348,1737154128,849214162,0
9330,1737154714,849089155,0
12103,1737155229,11328083,0
1131,1737157902,3572923,0
12910,1737158660,10283461,0
8191,1737159840,849248407,849170673
6467,1737162846,7758071,849098422
1040,1737165086,849270861,0
3854,1737166231,849031173,0
8445,1737168598,11479228,849266000
5555,1737168725,11380394,0
7051,1737169424,7758071,11258061
8402,1737170633,849283960,0
84,1737172573,10034648,849211947
7144,1737173159,11580195,2471016
7418,1737174000,849283896,849284264
9890,1737176090,849179014,0
2910,1737176461,11007630,11408177
84,1737176949,849283796,10034648
9546,1737178013,849206700,849283646
7987,1737180604,849274132,0
10008,1737183834,11177776,0
4136,1737184251,849275342,0
3859,1737187748,849212851,0
740,1737189220,10034646,0
5942,1737189433,849067438,849135383
1539,1737190313,849049153,322742
8174,1737193971,849050773,849284330
7587,1737194036,1504759,848995284
11217,1737195267,10443797,0
2650,1737196045,11476286,10458229
8200,1737196356,11462284,0
6588,1737196736,636272,849174555
5581,1737200636,3081606,11103487
11383,1737200713,10817917,0
7149,1737200944,849015204,849190096
2430,1737201261,9926092,8512268
3615,1737201331,849284084,849081167
4322,1737202263,849199118,849258499
2331,1737202290,849204950,3694843
11948,1737202433,10283461,0
8075,1737203407,849012023,0
5689,1737204053,849080764,0
5884,1737204295,849043795,0
8461,1737204897,10738812,0
8970,1737205135,2712859,0
7600,1737206123,9937147,11600598
5807,1737206853,849248407,11480069
8326,1737207100,11427547,849270399
8729,1737207720,849230421,11470502
12732,1737208360,10283461,0
9126,1737209633,849205913,848912732
7597,1737210910,849235277,849259010
9174,1737212208,11363810,0
2229,1737213375,849230421,476462
8420,1737213906,10738812,0
7844,1737214585,11479228,0
7044,1737214720,11580195,2760723
1024,1737214932,849031173,0
4011,1737215271,8762607,849208724
6044,1737215430,11505989,0
8894,1737215443,10105370,11436811
2806,1737216625,849222617,11302288
6345,1737216719,10194357,0
1671,1737217861,849248407,849260355
661,1737219972,849061389,11468481
8396,1737220109,849264030,0
10049,1737220730,7802494,0
5277,1737220742,11379204,11458736
7618,1737221064,9488755,0
2696,1737221132,849225074,10852759
8990,1737222425,11476286,849279145
4257,1737224872,849189892,849253412
4765,1737224925,10349617,0
8472,1737225623,849284501,11387169
2703,1737226946,11349513,0
5818,1737227453,8614914,0
8919,1737227595,849076422,0
340,1737227991,849266844,11462671
7060,1737228812,1504759,0
5885,1737229233,849204615,11584384
8423,1737230044,10293326,849284361
7418,1737230265,10009699,849283896
6107,1737231204,849268545,0
1869,1737231875,849268491,0
7694,1737231912,11561636,0
8911,1737233705,11478224,0
3159,1737234491,849187961,11538223
3302,1737234815,849191720,848904195
8148,1737235396,849180381,0
5680,1737236104,849283158,849273533
6396,1737236327,849282916,849283160
2841,1737236808,849277157,0
856,1737237404,849192188,0
11458,1737237568,849266911,0
6390,1737237938,2307938,0
9279,1737238266,11458360,11468734
13216,1737238874,849187190,0
205,1737238928,849280053,0
11110,1737239119,10443797,0
10284,1737239352,849179014,0
1622,1737239533,11539854,0
2370,1737240062,10123472,4679147
2670,1737240757,849284011,0
9568,1737241219,849049282,0
8104,1737241343,849274132,0
8560,1737241631,636272,849044686
7219,1737242614,11411373,0
3644,1737242628,848941287,0
7065,1737242827,849257376,849187450
1314,1737243928,849147526,9592666
457,1737244462,11457653,849283494
2057,1737244882,849284069,849272190
4456,1737245298,849175149,0
4089,1737247032,848947394,849226291
7410,1737247752,849235277,848956640
8370,1737248155,849282774,849274881
8041,1737249918,9937147,0
6751,1737250340,3449537,0
7917,1737253118,11459236,849165130
1035,1737253233,848941287,0
8591,1737254223,849232191,0
127,1737256271,11476286,849256141
8794,1737258379,848936896,0
4372,1737259211,849275547,849262079
10051,1737259786,11578325,11407936
8849,1737260709,11363810,0
15446,1737261663,849204122,0
5383,1737262986,849231078,11441857
12396,1737266159,849001398,11097492
5189,1737266709,849275342,0
8217,1737266819,10738812,0
7490,1737266909,849167654,0
5939,1737267754,10034648,849284167
9038,1737267896,849206700,0
8768,1737268424,11177776,0
1067,1737268605,9926092,0
8936,1737268644,11071390,849199343
5935,1737269165,11009572,849160468
2729,1737270961,849282890,11085011
8351,1737272641,11561636,849264964
4141,1737272887,849157308,849234994
8510,1737273807,849235277,10828947
6772,1737275009,849204747,4291569
2411,1737275123,10188822,8051571
10042,1737276471,11229884,1790133
7007,1737277009,10093819,849284224
3765,1737277610,849274934,0
14227,1737278196,11315804,0
14227,1737278196,11315804,11315804
5011,1737278413,849067438,849282442
246,1737278463,849277157,0
10549,1737279659,10443797,0
8317,1737279884,9893733,0
13513,1737279970,11552136,0
15175,1737280102,2954602,0
473,1737280167,849284009,849222115
3593,1737280437,849272708,0
933,1737281269,849191748,10288973
1455,1737282247,849276562,0
9170,1737284592,849283586,849201041
9573,1737284642,849067438,849282442
1428,1737284869,849235409,11382019
5603,1737284871,1504759,11314006
2054,1737285573,237612,849275551
6672,1737287772,3449537,0
12784,1737288417,848911256,0
1904,1737289262,11584473,849204855
7493,1737289642,54538,10799693
7849,1737289699,849198762,849155934
8634,1737290647,849164340,11557028
6844,1737292289,849079056,0
8556,1737293485,3276002,0
10411,1737293590,11552136,728619
1189,1737293697,11345024,848900398
1189,1737293697,11345024,11345024
12101,1737293738,2712859,849285091
8421,1737294180,849282774,849284360
4798,1737294181,849189892,0
1274,1737294927,849061389,11468481
2935,1737295715,849253247,11427547
4128,1737297056,11586210,0
2908,1737297790,11178080,11407769
5687,1737298203,849204615,0
5659,1737301003,11559439,849221917
6445,1737301285,11545864,0
7766,1737302466,849284006,0
