24949,FeudalKnight,0,1,317,3736
50575,Louernius,0,1,201,4289
54538,Blow,0,1,1553,2011
69313,DarkF%40rce,0,1,331,3683
69563,djcentury,0,1,81,5180
70886,coni,0,1,342,3647
72991,nemilosu,0,1,222,4134
76535,lucky+charms,371,4,8372,667
77442,stinkbait,520,1,2413,1558
87485,DrDeath,343,1,2149,1672
89157,GreyDragoon,0,1,4650,1003
89185,Rincewinds,0,1,537,3151
94349,Hitri,0,1,26,5979
138692,Rojam117,0,1,549,3128
151892,demon+5577,0,1,333,3677
182960,numero+uno,0,1,571,3092
198577,orsamannen,29,1,342,3648
208525,ABAGAR,0,1,920,2586
211754,deathadder,0,1,216,4179
225469,zeotavios,0,1,26,5980
229111,Kawamura,845,1,689,2884
231394,KoE-CaShMaN,0,1,4239,1082
237612,Lord+Jeev,792,11,54812,97
237785,joker676,670,1,477,3260
238771,Nyxx,0,1,45,5755
241332,Peterale,0,1,2387,1573
249960,churchill48018,0,2,2819,1413
250592,arjay52,46,1,1349,2168
264399,Zoro,853,5,12119,514
267865,Sir+King+Arthur,47,1,123,4861
267974,macine,526,8,27967,250
279833,blackdream,0,0,0,6957
306834,smithythefitter,0,1,1213,2290
309425,Fortis+Fortuna+Adiuvat,0,0,0,6958
322742,sami+protiv+svih,0,1,251,4005
326419,Blairs+Tribe,0,1,682,2892
350372,dandan347,708,1,1943,1805
354287,sccr3329,46,1,1941,1770
365110,Nightmare1967,652,1,696,2877
370411,AcidBurn,0,1,1389,2133
378504,rrtt99,0,1,652,2950
403579,Retaliation,34,1,893,2614
405972,Doomed356,356,1,4441,1045
407231,lord+kjess,0,1,1739,1871
410642,CABOKING,141,1,208,4232
421027,Namaz,0,1,356,3610
421454,Radu-Marius,230,2,4177,1098
430140,icelocke,602,1,444,3354
445112,Daredevil+MephistO,0,1,216,4180
448825,MaJeSTee,250,1,26,5981
458418,rand4747,435,1,1796,1840
476462,WeAreAnonymous,0,1,1040,2450
498234,Richardk,347,1,328,3691
504127,Bushwackers,0,1,1495,2043
505287,captain+black,488,1,707,2861
508964,eedi,163,1,2531,1509
509240,josedchs,490,1,3683,1203
509263,Bluecool,349,2,7180,720
561464,Slacker,45,1,703,2866
561810,Graf+Gonzo,133,5,22485,309
568199,joehor,114,1,233,4083
578694,matu666,728,1,5729,855
579366,bunnyboy23,0,1,455,3325
615592,DrEvil1,792,6,33049,207
617633,Raptor+Of+Hades,217,1,3043,1351
636272,s%280%29niK,169,9,26182,261
677298,Gelimar,268,1,314,3748
714031,Denisius,0,1,194,4338
734242,Noobie1,0,1,358,3603
743599,mariny,581,1,3288,1293
747853,Cheesey+24,0,0,0,6959
794257,gazw,0,1,1723,1884
794996,chelsea+shed,0,1,797,2732
799718,marian74,758,3,10488,576
816231,fastlane,0,1,789,2743
818554,Dord,767,1,1021,2478
